show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s75	Movie	American Honey	Andrea Arnold	Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes	United Kingdom, United States	April 27, 2019	2016	R	163 min	Dramas, Independent Movies	A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip.
s76	Movie	Special Correspondents	Ricky Gervais	Eric Bana, Ricky Gervais, Vera Farmiga, Kelly Macdonald, Kevin Pollak, America Ferrera, RaÃºl Castillo, Benjamin Bratt	Canada, United Kingdom, United States	April 29, 2016	2016	TV-MA	101 min	Comedies	When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.
s77	Movie	3 Seconds Divorce	Shazia Javed		Canada	June 15, 2019	2018	TV-PG	53 min	Documentaries, Faith & Spirituality	A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.
s78	Movie	You Are My Home	Amanda Raymond	Alyssa Milano, Angel Parker, CristiÃ¡n de la Fuente, Eva Ariel Binder, Joel Steingold	United States	December 4, 2020	2020	TV-PG	93 min	Children & Family Movies, Dramas	After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles.
s79	TV Show	AkbarÂ Birbal		Kiku Sharda, Vishal Kotian, Delnaaz Irani	India	March 31, 2020	2019	TV-G	1 Season	Kids' TV, TV Comedies, TV Dramas	From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.
s80	TV Show	Barbie Dreamhouse Adventures		America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan	United States, Canada	February 14, 2019	2018	TV-Y	3 Seasons	Kids' TV	Get to know Barbie and her BFFs â€“ including next-door neighbor Ken â€“ in this animated vlog of adventures filmed inside her family's new dreamhouse.
s81	Movie	San Pietro	John Huston		United States	March 31, 2017	1945	TV-14	32 min	Classic Movies, Documentaries	After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.
s82	Movie	Zoo	Shlok Sharma	Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel	India	July 1, 2018	2018	TV-MA	94 min	Dramas, Independent Movies, International Movies	A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions.
s83	TV Show	Creators		Fabio Aste, HÃ©ctor Segura, Sebastian Rosas	Argentina	November 1, 2018	2015	TV-Y	2 Seasons	Kids' TV, Spanish-Language TV Shows	Two brilliant scientists discover the hidden virtual city of CreÃ¡polis, where citizens have the power to solve problems by believing and creating.
s84	Movie	The Rover	David MichÃ´d	Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton	Australia, United States	July 19, 2018	2014	R	103 min	International Movies, Thrillers	Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.
s85	Movie	Qismat	Jagdeep Sidhu	Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha	India	December 1, 2019	2018	TV-PG	137 min	Dramas, International Movies, Romantic Movies	A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate.
s86	Movie	Peepli Live	Anusha Rizvi, Mahmood Farooqui	Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash	India	April 17, 2021	2010	TV-MA	109 min	Comedies, Dramas, Independent Movies	Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.
s87	Movie	Nikki Glaser: Banginâ€™	Nicholaus Goossen	Nikki Glaser	United States	October 1, 2019	2019	TV-MA	64 min	Stand-Up Comedy	Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.
s88	TV Show	Kulipari: An Army of Frogs		Mark Hamill, Keith David, Wendie Malick, Josh Keaton, Mikey Kelley, Phil LaMarr, Laraine Newman, Jess Harnell, Charles Adler, Amy Margolis, Cree Summer, Lacey Chabert, Rolonda Watts, Kevin Michael Richardson, Candi Milo	United States	September 2, 2016	2016	TV-Y7	1 Season	Kids' TV	In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.
s89	Movie	Four Weddings and a Funeral	Mike Newell	Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave	United Kingdom	August 1, 2019	1994	R	118 min	Classic Movies, Comedies, International Movies	A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man.
s90	Movie	Brotherhood of Blades II: The Infernal Battlefield	Lu Yang	Chang Chen, Yang Mi, Zhang Yi, Lei Jiayin, Xin Zhilei, Shih Chieh King	China	November 28, 2018	2017	TV-MA	120 min	Action & Adventure, International Movies	While tracking down a seditious painter, an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy.
s91	TV Show	Big Bad Beetleborgs		Wesley Barker, Herbie Baez, Elisabeth Lund, Shannon Chandler, Billy Forester, Frank Addela, Kyle Jordan, Dave 'Foots' Footman, Derek Stephen Prince, Vivian Smallwood	United States, France, Japan	January 1, 2016	1997	TV-G	2 Seasons	Kids' TV, TV Comedies	When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.
s92	TV Show	The Lost Pirate Kingdom		James Oliver Wheatley, Sam Callis, Thomas Padley, Evan Milton, Samuel Collings, Miles Yekinni, Jack Waldouck, Mia Tomlinson, Kevin Howarth, Mark Gillis, George Watkins, Derek Jacobi	United States, United Kingdom	March 15, 2021	2021	TV-MA	1 Season	Docuseries, Science & Nature TV, TV Action & Adventure	The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.
s93	TV Show	Firefly Lane		Katherine Heigl, Sarah Chalke, Ben Lawson, Beau Garrett, Ali Skovbye, Roan Curtis, Yael Yurman, Jon-Michael Ecker, Brandon Jay McLaren, Paul McGillion, Chelah Horsdal, Brendan Taylor	United States	February 3, 2021	2021	TV-MA	1 Season	Romantic TV Shows, TV Dramas	Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.
s94	Movie	Refugee	Clementine Malpas, Leslie Knott	Cate Blanchett, Lynsey Addario, Omar Victor Diop, Graciela Iturbide, Martin Schoeller, Tom Stoddart		March 10, 2017	2016	TV-PG	24 min	Documentaries	Five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life.
s95	TV Show	Deadly Sins		Frank Ramirez, Patricia CastaÃ±eda, Chela del RÃ­o, Patrick Delmas, MarÃ­a JosÃ© MartÃ­nez, Robinson DÃ­az, Juan Ãngel, Guillermo Olarte, Constanza Duque, Marcela Carvajal		August 27, 2021	2002	TV-MA	1 Season	International TV Shows, Spanish-Language TV Shows, TV Dramas	A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.
s96	Movie	One 2 Ka 4	Shashilal K. Nair	Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana	India	March 15, 2017	2001	TV-14	160 min	Action & Adventure, Comedies, Dramas	When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.
s97	Movie	Jiro Dreams of Sushi	David Gelb	Jiro Ono	United States	June 5, 2019	2011	PG	79 min	Documentaries	This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.
s98	Movie	Story of Kale: When Someone's in Love	Angga Dwimas Sasongko	Ardhito Pramono, AurÃ©lie Moeremans, Arya Saloka, Roy Sungkono, Gilbert Pohan, Azizah Hanum, Tanta Ginting	Indonesia	April 8, 2021	2020	TV-PG	78 min	Dramas, International Movies, Romantic Movies	After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities.
s99	TV Show	Vexed		Toby Stephens, Miranda Raison, Lucy Punch, Nick Dunning, Rory Kinnear, Ronny Jhutti, Roger Griffiths, Patrick Baladi	United Kingdom	August 1, 2017	2012	TV-MA	2 Seasons	British TV Shows, Crime TV Shows, International TV Shows	Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.
s100	Movie	When Love Happens	Seyi Babatope	Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis	Nigeria	February 26, 2020	2014	TV-14	109 min	International Movies, Romantic Movies	Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.
s101	Movie	Woodstock	Barak Goodman		United States	August 13, 2019	2019	TV-MA	97 min	Documentaries, Music & Musicals	For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.
s102	TV Show	The Frozen Dead		Charles Berling, Julia Piaton, Pascal Greggory, Nina Meurisse, Lubna Azabal, Anne Le Ny, Robinson StÃ©venin, Robert Plagnol, Sophie Guillemin	France	January 1, 2018	2017	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Dramas	A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.
s103	Movie	Holiday on Mars	Neri Parenti	Christian De Sica, Massimo Boldi, Lucia Mascino, Milena Vukotic, Paola Minaccioni, Herbert Ballerina, Denise Tantucci, Fiammetta Cicogna, Francesco Bruni, Alessandro Bisegna		July 2, 2021	2020	TV-MA	94 min	Comedies, International Movies	A scoundrel's mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.
s104	Movie	The Sea of Trees	Gus Van Sant	Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris	United States	November 8, 2018	2015	PG-13	111 min	Dramas	A brooding American unable to cope with personal crisis travels to "suicide forest" near Mount Fuji, where he meets a fellow lost wanderer.
s105	Movie	Tellur Aliens	Einar Gabbassov		United States, Kazakhstan	December 1, 2016	2016	TV-Y7	67 min	Children & Family Movies	Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
s106	Movie	It Takes Two	Andy Tennant	Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett	United States	November 20, 2019	1995	PG	101 min	Children & Family Movies, Comedies	The Olsen twins put a cute new spin on Mark Twain's classic tale "The Prince and the Pauper," playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.
s107	Movie	De Film van Dylan Haegens	Dylan Haegens, Bas van Teylingen	Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven	Netherlands	April 17, 2019	2018	TV-PG	81 min	Comedies, International Movies	A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
s108	Movie	Remember	Atom Egoyan	Christopher Plummer, Bruno Ganz, JÃ¼rgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau	Canada, Mexico, Germany, South Africa	July 26, 2018	2015	R	95 min	Action & Adventure, Dramas	Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz.
s109	Movie	Ek Hasina Thi	Sriram Raghavan	Saif Ali Khan, Urmila Matondkar, Seema Biswas, Pratima Kazmi, Aditya Srivastava, Rasika Joshi, Madan Joshi, Seema Adhikari	India	August 1, 2019	2004	TV-MA	134 min	Dramas, International Movies, Thrillers	Imprisoned for underworld crimes she didnâ€™t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.
s110	Movie	What Would Sophia Loren Do?	Ross Kauffman	Nancy "Vincenza Careri" Kulik, Sophia Loren	United States	January 15, 2021	2021	TV-14	32 min	Documentaries	In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.
s111	Movie	Rising High	CÃ¼neyt Kaya	David Kross, Frederick Lau, Janina Uhse, Anne SchÃ¤fer, Sophia Thomalla	Germany	April 17, 2020	2020	TV-MA	95 min	Dramas, International Movies	Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all.
s112	TV Show	Reality Z		Ana Hartmann, Sabrina Sato, Luellem de Castro, Guilherme Weber, EmÃ­lio de Mello, Ravel Andrade, JoÃ£o Pedro Zappa, Julia Ianina, Pierre Baitelli, Jesus Luz, Carla Ribas, Wallie Ruy, Gabriel Canella, NatÃ¡lia Rosa, Priscila Assum, Teca Pereira, Leandro Daniel, Hanna Romanazzi, Arlinda Di Baio, Erom Cordeiro, Enzo Romani	Brazil	June 10, 2020	2020	TV-MA	1 Season	International TV Shows, TV Horror, TV Mysteries	With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes.
s113	Movie	Cairo Station	Youssef Chahine	Farid Shawqy, Hind Rostom, Youssef Chahine, Hassan el Baroudi, Abdel Aziz Khalil, Naima Wasfy, Said Khalil, Abdel Ghani Nagdi	Egypt	June 18, 2020	1958	TV-14	73 min	Classic Movies, Dramas, International Movies	A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city.
s114	Movie	The Players	Stefano Mordini	Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina FoÃ¯s, Euridice Axen, Massimiliano Gallo, Alessia Giuliani	Italy	July 15, 2020	2020	TV-MA	89 min	Comedies, International Movies	From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.
s115	TV Show	Dinotrux		Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson	United States	August 18, 2017	2017	TV-Y7	5 Seasons	Kids' TV	Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.
s116	Movie	Mansfield Park	Patricia Rozema	Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville	United Kingdom	January 1, 2020	1999	PG-13	112 min	Comedies, Dramas, International Movies	A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.
s117	Movie	Khushi	Surya S.J., Sunil Kumar Agrawal	Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand	India	March 1, 2018	2003	TV-14	157 min	Comedies, International Movies, Music & Musicals	While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.
s118	Movie	Thorne: Sleepyhead	Stephen Hopkins	David Morrissey, Eddie Marsan, Aidan Gillen, O. T. Fagbenle, Lorraine Ashbourne, Natascha McElhone, Sara Lloyd-Gregory, Aisling Loftus, Sarah Niles, Joshua Close, Brian McCardie	United Kingdom, Australia, Canada, United States	November 2, 2016	2010	NR	125 min	Dramas, International Movies	Investigating a series of attacks on young women, detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer.
